,,,00.000220600000,  -9.20000,
,,,00.000220800000,  -9.40000,
,,,00.000221000000,  -9.40000,
,,,00.000221200000,  -9.40000,
,,,00.000221400000,  -9.40000,
,,,00.000221600000,  -9.60000,
,,,00.000221800000,  -9.60000,
,,,00.000222000000,  -9.60000,
,,,00.000222200000,  -9.60000,
,,,00.000222400000,  -9.60000,
,,,00.000222600000,  -9.80000,
,,,00.000222800000,  -9.80000,
,,,00.000223000000,  -9.80000,
,,,00.000223200000,  -9.80000,
,,,00.000223400000, -10.00000,
,,,00.000223600000, -10.00000,
,,,00.000223800000, -10.00000,
,,,00.000224000000, -10.00000,
,,,00.000224200000, -10.20000,
,,,00.000224400000, -10.20000,
,,,00.000224600000, -10.20000,
,,,00.000224800000, -10.20000,
,,,00.000225000000, -10.20000,
,,,00.000225200000, -10.40000,
,,,00.000225400000, -10.40000,
,,,00.000225600000, -10.40000,
,,,00.000225800000, -10.40000,
,,,00.000226000000, -10.40000,
,,,00.000226200000, -10.60000,
,,,00.000226400000, -10.60000,
,,,00.000226600000, -10.60000,
,,,00.000226800000, -10.60000,
,,,00.000227000000, -10.60000,
,,,00.000227200000, -10.80000,
,,,00.000227400000, -10.80000,
,,,00.000227600000, -10.80000,
,,,00.000227800000, -10.80000,
,,,00.000228000000, -10.80000,
,,,00.000228200000, -11.00000,
,,,00.000228400000, -11.00000,
,,,00.000228600000, -11.00000,
,,,00.000228800000, -11.00000,
,,,00.000229000000, -11.00000,
,,,00.000229200000, -11.20000,
,,,00.000229400000, -11.20000,
,,,00.000229600000, -11.20000,
,,,00.000229800000, -11.20000,
,,,00.000230000000, -11.40000,
,,,00.000230200000, -11.40000,
,,,00.000230400000, -11.40000,
,,,00.000230600000, -11.40000,
,,,00.000230800000, -11.40000,
,,,00.000231000000, -11.40000,
,,,00.000231200000, -11.60000,
,,,00.000231400000, -11.60000,
,,,00.000231600000, -11.60000,
,,,00.000231800000, -11.60000,
,,,00.000232000000, -11.60000,
,,,00.000232200000, -11.80000,
,,,00.000232400000, -11.80000,
,,,00.000232600000, -11.80000,
,,,00.000232800000, -11.80000,
,,,00.000233000000, -11.80000,
,,,00.000233200000, -11.80000,
,,,00.000233400000, -12.00000,
,,,00.000233600000, -12.00000,
,,,00.000233800000, -12.00000,
,,,00.000234000000, -12.00000,
,,,00.000234200000, -12.00000,
,,,00.000234400000, -12.00000,
,,,00.000234600000, -12.20000,
,,,00.000234800000, -12.20000,
,,,00.000235000000, -12.20000,
,,,00.000235200000, -12.20000,
,,,00.000235400000, -12.20000,
,,,00.000235600000, -12.40000,
,,,00.000235800000, -12.40000,
,,,00.000236000000, -12.40000,
,,,00.000236200000, -12.40000,
,,,00.000236400000, -12.40000,
,,,00.000236600000, -12.40000,
,,,00.000236800000, -12.60000,
,,,00.000237000000, -12.60000,
,,,00.000237200000, -12.60000,
,,,00.000237400000, -12.60000,
,,,00.000237600000, -12.60000,
,,,00.000237800000, -12.60000,
,,,00.000238000000, -12.80000,
,,,00.000238200000, -12.80000,
,,,00.000238400000, -12.80000,
,,,00.000238600000, -12.80000,
,,,00.000238800000, -12.80000,
,,,00.000239000000, -12.80000,
,,,00.000239200000, -13.00000,
,,,00.000239400000, -13.00000,
,,,00.000239600000, -13.00000,
,,,00.000239800000, -13.00000,
,,,00.000240000000, -13.00000,
,,,00.000240200000, -13.00000,
,,,00.000240400000, -13.00000,
,,,00.000240600000, -13.20000,
,,,00.000240800000, -13.20000,
,,,00.000241000000, -13.20000,
,,,00.000241200000, -13.20000,
,,,00.000241400000, -13.20000,
,,,00.000241600000, -13.20000,
,,,00.000241800000, -13.20000,
,,,00.000242000000, -13.40000,
,,,00.000242200000, -13.40000,
,,,00.000242400000, -13.40000,
,,,00.000242600000, -13.40000,
,,,00.000242800000, -13.40000,
,,,00.000243000000, -13.40000,
,,,00.000243200000, -13.40000,
,,,00.000243400000, -13.60000,
,,,00.000243600000, -13.60000,
,,,00.000243800000, -13.60000,
,,,00.000244000000, -13.60000,
,,,00.000244200000, -13.60000,
,,,00.000244400000, -13.60000,
,,,00.000244600000, -13.60000,
,,,00.000244800000, -13.80000,
,,,00.000245000000, -13.80000,
,,,00.000245200000, -13.80000,
,,,00.000245400000, -13.80000,
,,,00.000245600000, -13.80000,
,,,00.000245800000, -13.80000,
,,,00.000246000000, -13.80000,
,,,00.000246200000, -13.80000,
,,,00.000246400000, -13.80000,
,,,00.000246600000, -14.00000,
,,,00.000246800000, -14.00000,
,,,00.000247000000, -14.00000,
,,,00.000247200000, -14.00000,
,,,00.000247400000, -14.00000,
,,,00.000247600000, -14.00000,
,,,00.000247800000, -14.00000,
,,,00.000248000000, -14.00000,
,,,00.000248200000, -14.00000,
,,,00.000248400000, -14.00000,
,,,00.000248600000, -14.20000,
,,,00.000248800000, -14.20000,
,,,00.000249000000, -14.20000,
,,,00.000249200000, -14.20000,
,,,00.000249400000, -14.20000,
,,,00.000249600000, -14.20000,
,,,00.000249800000, -14.20000,
